GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8	g9
ENSMUSG00000064110	Olfr963	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064115	Cadm2	150,150,150,150,150	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.7,0.7,0.7,0.7,0.7	0.9,0.9,0.9,0.9,0.9	1,1,1,1,1	3,3,3,3,3	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000064120	Mocs1	12,12,12,12,12	10,10,10,10,10	16,16,16,16,16	89,89,89,89,89	28,28,28,28,28	17,17,17,17,17	23,23,23,23,23	3,3,3,3,3	31,31,31,31,31
ENSMUSG00000064121	Olfr96	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064125	Prr36	26,26,26,26,26	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	3,3,3,3,3	1,1,1,1,1	0.8,0.8,0.8,0.8,0.8	0.5,0.5,0.5,0.5,0.5	0.9,0.9,0.9,0.9,0.9
ENSMUSG00000064127	Med14	55,55,55,55,55	14,14,14,14,14	33,33,33,33,33	7,7,7,7,7	19,19,19,19,19	14,14,14,14,14	28,28,28,28,28	6,6,6,6,6	64,64,64,64,64
ENSMUSG00000064128	Cenpj	4,4,4,4,4	4,4,4,4,4	4,4,4,4,4	1,1,1,1,1	8,8,8,8,8	3,3,3,3,3	12,12,12,12,12	20,20,20,20,20	28,28,28,28,28
ENSMUSG00000064129	Mageb5b	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	5,5,5,5,5	0,0,0,0,0
ENSMUSG00000064137	Rhox8	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	30,30,30,30,30	0,0,0,0,0
ENSMUSG00000064138	Fam172a	23,23,23,23,23	5,5,5,5,5	6,6,6,6,6	4,4,4,4,4	14,14,14,14,14	10,10,10,10,10	23,23,23,23,23	6,6,6,6,6	36,36,36,36,36
ENSMUSG00000064140	Trim38	0.4,0.4,0.4,0.4,0.4	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	6,6,6,6,6	0,0,0,0,0
ENSMUSG00000064141	Zfp69	3,3,3,3,3	1,1,1,1,1	1,1,1,1,1	0.7,0.7,0.7,0.7,0.7	4,4,4,4,4	0.6,0.6,0.6,0.6,0.6	3,3,3,3,3	2,2,2,2,2	2,2,2,2,2
ENSMUSG00000064145	Arih2	26,26,26,26,26	14,14,14,14,14	15,15,15,15,15	16,16,16,16,16	14,14,14,14,14	20,20,20,20,20	26,26,26,26,26	69,69,69,69,69	28,28,28,28,28
ENSMUSG00000064147	Rab44	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	3,3,3,3,3	3,3,3,3,3	2,2,2,2,2	0,0,0,0,0	5,5,5,5,5
ENSMUSG00000064156	Prol1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	34,34,34,34,34
ENSMUSG00000064158	Izumo1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	2,2,2,2,2	0.6,0.6,0.6,0.6,0.6	93,93,93,93,93	0.4,0.4,0.4,0.4,0.4
ENSMUSG00000064165	Krt39	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0
ENSMUSG00000064177	Ghrl	14,14,14,14,14	2,2,2,2,2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	3,3,3,3,3	0.9,0.9,0.9,0.9,0.9	2,2,2,2,2	36,36,36,36,36	1,1,1,1,1
ENSMUSG00000064179	Tnnt1	8,8,8,8,8	11,11,11,11,11	0.6,0.6,0.6,0.6,0.6	0.7,0.7,0.7,0.7,0.7	1,1,1,1,1	14,14,14,14,14	5,5,5,5,5	0.8,0.8,0.8,0.8,0.8	9,9,9,9,9
ENSMUSG00000064181	Rab3ip	42,42,42,42,42	50,50,50,50,50	210,210,210,210,210	25,25,25,25,25	35,35,35,35,35	16,16,16,16,16	29,29,29,29,29	127,127,127,127,127	44,44,44,44,44
ENSMUSG00000064193	Gm4735	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	4,4,4,4,4	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000064194	Zfp936	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	4,4,4,4,4	0,0,0,0,0
ENSMUSG00000064201	Krt2	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	3,3,3,3,3	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000064202	Spata6l	2,2,2,2,2	5,5,5,5,5	5,5,5,5,5	0.3,0.3,0.3,0.3,0.3	3,3,3,3,3	2,2,2,2,2	0.3,0.3,0.3,0.3,0.3	199,199,199,199,199	0.5,0.5,0.5,0.5,0.5
ENSMUSG00000064208	Gm10145	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.4,0.4,0.4,0.4,0.4
ENSMUSG00000064210	Ano6	12,12,12,12,12	9,9,9,9,9	11,11,11,11,11	2,2,2,2,2	52,52,52,52,52	17,17,17,17,17	26,26,26,26,26	4,4,4,4,4	58,58,58,58,58
ENSMUSG00000064213	Defa24	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000064215	Ifi27	50,50,50,50,50	31,31,31,31,31	87,87,87,87,87	112,112,112,112,112	151,151,151,151,151	214,214,214,214,214	175,175,175,175,175	25,25,25,25,25	424,424,424,424,424
ENSMUSG00000064220	H2ac18	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064223	Olfr694	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064224	Gsdma3	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	5,5,5,5,5	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1
ENSMUSG00000064225	Paqr9	50,50,50,50,50	27,27,27,27,27	29,29,29,29,29	240,240,240,240,240	0.6,0.6,0.6,0.6,0.6	2,2,2,2,2	15,15,15,15,15	39,39,39,39,39	4,4,4,4,4
ENSMUSG00000064231	Gm5321	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.3	0.8,0.8,0.8,0.8,0.8
ENSMUSG00000064232	Gm5414	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064246	Chil1	14,14,14,14,14	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	948,948,948,948,948	2,2,2,2,2	3,3,3,3,3	0.1,0.1,0.1,0.1,0.1	6,6,6,6,6
ENSMUSG00000064247	Plcxd1	12,12,12,12,12	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1	8,8,8,8,8	1,1,1,1,1	0.8,0.8,0.8,0.8,0.8	2,2,2,2,2
ENSMUSG00000064252	Olfr329	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
ENSMUSG00000064254	Ethe1	24,24,24,24,24	33,33,33,33,33	168,168,168,168,168	119,119,119,119,119	22,22,22,22,22	52,52,52,52,52	47,47,47,47,47	0.9,0.9,0.9,0.9,0.9	88,88,88,88,88
ENSMUSG00000064259	Vmn1r13	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064262	Gimap8	2,2,2,2,2	8,8,8,8,8	8,8,8,8,8	3,3,3,3,3	48,48,48,48,48	3,3,3,3,3	182,182,182,182,182	1,1,1,1,1	89,89,89,89,89
ENSMUSG00000064263	Platr26	0,0,0,0,0	0.7,0.7,0.7,0.7,0.7	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064264	Zfp428	26,26,26,26,26	4,4,4,4,4	3,3,3,3,3	1,1,1,1,1	3,3,3,3,3	4,4,4,4,4	3,3,3,3,3	13,13,13,13,13	12,12,12,12,12
ENSMUSG00000064267	Hvcn1	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2	10,10,10,10,10	3,3,3,3,3	158,158,158,158,158	0.4,0.4,0.4,0.4,0.4	18,18,18,18,18
ENSMUSG00000064272	Gpbar1	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000064280	Ccdc146	1,1,1,1,1	2,2,2,2,2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	12,12,12,12,12	2,2,2,2,2	0.2,0.2,0.2,0.2,0.2	61,61,61,61,61	0,0,0,0,0
ENSMUSG00000064281	Rpl19-ps1	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.9,0.9,0.9,0.9,0.9	0.7,0.7,0.7,0.7,0.7	0.2,0.2,0.2,0.2,0.2	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000064284	Cdpf1	21,21,21,21,21	19,19,19,19,19	57,57,57,57,57	7,7,7,7,7	37,37,37,37,37	49,49,49,49,49	33,33,33,33,33	43,43,43,43,43	66,66,66,66,66
ENSMUSG00000064288	H4c12	5,5,5,5,5	0.5,0.5,0.5,0.5,0.5	0.3,0.3,0.3,0.3,0.3	0.9,0.9,0.9,0.9,0.9	0.8,0.8,0.8,0.8,0.8	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	4,4,4,4,4
ENSMUSG00000064289	Tank	22,22,22,22,22	8,8,8,8,8	10,10,10,10,10	8,8,8,8,8	14,14,14,14,14	11,11,11,11,11	45,45,45,45,45	9,9,9,9,9	31,31,31,31,31
ENSMUSG00000064293	Cntn4	34,34,34,34,34	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0
ENSMUSG00000064294	Aox3	2,2,2,2,2	1,1,1,1,1	0.4,0.4,0.4,0.4,0.4	559,559,559,559,559	82,82,82,82,82	0.4,0.4,0.4,0.4,0.4	0.5,0.5,0.5,0.5,0.5	15,15,15,15,15	0.6,0.6,0.6,0.6,0.6
ENSMUSG00000064299	4921528I07Rik	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	31,31,31,31,31	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000064302	Clasp1	34,34,34,34,34	72,72,72,72,72	1,1,1,1,1	3,3,3,3,3	11,11,11,11,11	9,9,9,9,9	13,13,13,13,13	22,22,22,22,22	12,12,12,12,12
ENSMUSG00000064307	Lrrc51	10,10,10,10,10	3,3,3,3,3	9,9,9,9,9	2,2,2,2,2	16,16,16,16,16	10,10,10,10,10	3,3,3,3,3	473,473,473,473,473	5,5,5,5,5
ENSMUSG00000064308	2410137M14Rik	1,1,1,1,1	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.9,0.9,0.9,0.9,0.9	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000064310	Zpld1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	4,4,4,4,4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0
ENSMUSG00000064317	Gm10146	1,1,1,1,1	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2
ENSMUSG00000064325	Hhip	11,11,11,11,11	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	2,2,2,2,2	26,26,26,26,26	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	4,4,4,4,4
ENSMUSG00000064326	Siva1	9,9,9,9,9	10,10,10,10,10	7,7,7,7,7	4,4,4,4,4	22,22,22,22,22	24,24,24,24,24	26,26,26,26,26	14,14,14,14,14	75,75,75,75,75
ENSMUSG00000064329	Scn1a	122,122,122,122,122	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	2,2,2,2,2
ENSMUSG00000064330	Pde6h	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.9,0.9,0.9,0.9,0.9	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000064333	Olfr926	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064336	mt-Tf	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064337	mt-Rnr1	7236,7236,7236,7236,7236	7194,7194,7194,7194,7194	1615,1615,1615,1615,1615	1293,1293,1293,1293,1293	628,628,628,628,628	1281,1281,1281,1281,1281	1095,1095,1095,1095,1095	215,215,215,215,215	892,892,892,892,892
ENSMUSG00000064338	mt-Tv	14,14,14,14,14	32,32,32,32,32	0,0,0,0,0	4,4,4,4,4	1,1,1,1,1	8,8,8,8,8	2,2,2,2,2	0,0,0,0,0	5,5,5,5,5
ENSMUSG00000064339	mt-Rnr2	8989,8989,8989,8989,8989	14376,14376,14376,14376,14376	2463,2463,2463,2463,2463	1703,1703,1703,1703,1703	1127,1127,1127,1127,1127	1274,1274,1274,1274,1274	1576,1576,1576,1576,1576	246,246,246,246,246	1156,1156,1156,1156,1156
ENSMUSG00000064340	mt-Tl1	431,431,431,431,431	2292,2292,2292,2292,2292	115,115,115,115,115	155,155,155,155,155	129,129,129,129,129	102,102,102,102,102	72,72,72,72,72	28,28,28,28,28	48,48,48,48,48
ENSMUSG00000064341	mt-Nd1	18967,18967,18967,18967,18967	64300,64300,64300,64300,64300	16229,16229,16229,16229,16229	12496,12496,12496,12496,12496	5941,5941,5941,5941,5941	13321,13321,13321,13321,13321	6150,6150,6150,6150,6150	1970,1970,1970,1970,1970	3317,3317,3317,3317,3317
ENSMUSG00000064342	mt-Ti	109,109,109,109,109	1888,1888,1888,1888,1888	114,114,114,114,114	153,153,153,153,153	16,16,16,16,16	17,17,17,17,17	17,17,17,17,17	0,0,0,0,0	24,24,24,24,24
ENSMUSG00000064343	mt-Tq	57,57,57,57,57	282,282,282,282,282	16,16,16,16,16	26,26,26,26,26	24,24,24,24,24	9,9,9,9,9	2,2,2,2,2	0,0,0,0,0	7,7,7,7,7
ENSMUSG00000064344	mt-Tm	362,362,362,362,362	1703,1703,1703,1703,1703	133,133,133,133,133	205,205,205,205,205	50,50,50,50,50	17,17,17,17,17	13,13,13,13,13	0,0,0,0,0	33,33,33,33,33
ENSMUSG00000064345	mt-Nd2	15837,15837,15837,15837,15837	56956,56956,56956,56956,56956	12105,12105,12105,12105,12105	15425,15425,15425,15425,15425	5886,5886,5886,5886,5886	7581,7581,7581,7581,7581	3528,3528,3528,3528,3528	995,995,995,995,995	1848,1848,1848,1848,1848
ENSMUSG00000064346	mt-Tw	100,100,100,100,100	657,657,657,657,657	50,50,50,50,50	45,45,45,45,45	33,33,33,33,33	31,31,31,31,31	25,25,25,25,25	2,2,2,2,2	35,35,35,35,35
ENSMUSG00000064347	mt-Ta	131,131,131,131,131	599,599,599,599,599	60,60,60,60,60	55,55,55,55,55	48,48,48,48,48	40,40,40,40,40	21,21,21,21,21	0,0,0,0,0	18,18,18,18,18
ENSMUSG00000064348	mt-Tn	103,103,103,103,103	678,678,678,678,678	68,68,68,68,68	58,58,58,58,58	23,23,23,23,23	30,30,30,30,30	27,27,27,27,27	5,5,5,5,5	27,27,27,27,27
ENSMUSG00000064349	mt-Tc	251,251,251,251,251	1412,1412,1412,1412,1412	158,158,158,158,158	116,116,116,116,116	100,100,100,100,100	60,60,60,60,60	62,62,62,62,62	18,18,18,18,18	101,101,101,101,101
ENSMUSG00000064350	mt-Ty	54,54,54,54,54	487,487,487,487,487	64,64,64,64,64	31,31,31,31,31	10,10,10,10,10	2,2,2,2,2	2,2,2,2,2	7,7,7,7,7	4,4,4,4,4
ENSMUSG00000064351	mt-Co1	28347,28347,28347,28347,28347	117236,117236,117236,117236,117236	23924,23924,23924,23924,23924	21361,21361,21361,21361,21361	9117,9117,9117,9117,9117	12729,12729,12729,12729,12729	9816,9816,9816,9816,9816	3962,3962,3962,3962,3962	4258,4258,4258,4258,4258
ENSMUSG00000064352	mt-Ts1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064353	mt-Td	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064354	mt-Co2	91,91,91,91,91	1292,1292,1292,1292,1292	73,73,73,73,73	46,46,46,46,46	11,11,11,11,11	34,34,34,34,34	16,16,16,16,16	3,3,3,3,3	6,6,6,6,6
ENSMUSG00000064355	mt-Tk	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064356	mt-Atp8	47,47,47,47,47	585,585,585,585,585	29,29,29,29,29	21,21,21,21,21	4,4,4,4,4	6,6,6,6,6	5,5,5,5,5	1,1,1,1,1	2,2,2,2,2
ENSMUSG00000064357	mt-Atp6	81,81,81,81,81	904,904,904,904,904	58,58,58,58,58	43,43,43,43,43	10,10,10,10,10	20,20,20,20,20	12,12,12,12,12	2,2,2,2,2	4,4,4,4,4
ENSMUSG00000064358	mt-Co3	69,69,69,69,69	895,895,895,895,895	78,78,78,78,78	37,37,37,37,37	8,8,8,8,8	20,20,20,20,20	12,12,12,12,12	2,2,2,2,2	6,6,6,6,6
ENSMUSG00000064359	mt-Tg	2,2,2,2,2	7,7,7,7,7	0,0,0,0,0	2,2,2,2,2	3,3,3,3,3	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1
ENSMUSG00000064360	mt-Nd3	31,31,31,31,31	267,267,267,267,267	38,38,38,38,38	14,14,14,14,14	4,4,4,4,4	12,12,12,12,12	8,8,8,8,8	1,1,1,1,1	5,5,5,5,5
ENSMUSG00000064361	mt-Tr	32,32,32,32,32	230,230,230,230,230	19,19,19,19,19	27,27,27,27,27	6,6,6,6,6	10,10,10,10,10	13,13,13,13,13	0,0,0,0,0	1,1,1,1,1
ENSMUSG00000064363	mt-Nd4	8089,8089,8089,8089,8089	27181,27181,27181,27181,27181	5237,5237,5237,5237,5237	6118,6118,6118,6118,6118	3094,3094,3094,3094,3094	6283,6283,6283,6283,6283	2263,2263,2263,2263,2263	632,632,632,632,632	1102,1102,1102,1102,1102
ENSMUSG00000064364	mt-Th	47,47,47,47,47	144,144,144,144,144	41,41,41,41,41	55,55,55,55,55	10,10,10,10,10	25,25,25,25,25	12,12,12,12,12	0,0,0,0,0	10,10,10,10,10
ENSMUSG00000064365	mt-Ts2	85,85,85,85,85	299,299,299,299,299	99,99,99,99,99	96,96,96,96,96	32,32,32,32,32	142,142,142,142,142	33,33,33,33,33	0,0,0,0,0	80,80,80,80,80
ENSMUSG00000064366	mt-Tl2	143,143,143,143,143	387,387,387,387,387	104,104,104,104,104	100,100,100,100,100	33,33,33,33,33	146,146,146,146,146	42,42,42,42,42	10,10,10,10,10	83,83,83,83,83
ENSMUSG00000064367	mt-Nd5	11733,11733,11733,11733,11733	47549,47549,47549,47549,47549	8108,8108,8108,8108,8108	9062,9062,9062,9062,9062	4048,4048,4048,4048,4048	2689,2689,2689,2689,2689	3005,3005,3005,3005,3005	1016,1016,1016,1016,1016	1365,1365,1365,1365,1365
ENSMUSG00000064368	mt-Nd6	11774,11774,11774,11774,11774	44756,44756,44756,44756,44756	9212,9212,9212,9212,9212	9236,9236,9236,9236,9236	4714,4714,4714,4714,4714	8157,8157,8157,8157,8157	4262,4262,4262,4262,4262	1075,1075,1075,1075,1075	2135,2135,2135,2135,2135
ENSMUSG00000064369	mt-Te	1158,1158,1158,1158,1158	7096,7096,7096,7096,7096	1194,1194,1194,1194,1194	1713,1713,1713,1713,1713	664,664,664,664,664	249,249,249,249,249	52,52,52,52,52	38,38,38,38,38	70,70,70,70,70
ENSMUSG00000064370	mt-Cytb	22790,22790,22790,22790,22790	73750,73750,73750,73750,73750	20271,20271,20271,20271,20271	18299,18299,18299,18299,18299	8817,8817,8817,8817,8817	14097,14097,14097,14097,14097	7321,7321,7321,7321,7321	1841,1841,1841,1841,1841	4242,4242,4242,4242,4242
ENSMUSG00000064371	mt-Tt	35,35,35,35,35	75,75,75,75,75	5,5,5,5,5	4,4,4,4,4	13,13,13,13,13	20,20,20,20,20	10,10,10,10,10	2,2,2,2,2	28,28,28,28,28
ENSMUSG00000064372	mt-Tp	2017,2017,2017,2017,2017	3990,3990,3990,3990,3990	3542,3542,3542,3542,3542	3368,3368,3368,3368,3368	656,656,656,656,656	643,643,643,643,643	627,627,627,627,627	204,204,204,204,204	759,759,759,759,759
ENSMUSG00000064373	Selenop	336,336,336,336,336	246,246,246,246,246	6203,6203,6203,6203,6203	6842,6842,6842,6842,6842	1008,1008,1008,1008,1008	415,415,415,415,415	418,418,418,418,418	95,95,95,95,95	573,573,573,573,573
ENSMUSG00000064377	Gm24966	101,101,101,101,101	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064380	Gm26448	2,2,2,2,2	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	0.7,0.7,0.7,0.7,0.7	0.4,0.4,0.4,0.4,0.4	2,2,2,2,2	10,10,10,10,10	0,0,0,0,0	4,4,4,4,4
ENSMUSG00000064382	Gm26447	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064386	Gm26449	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064387	Snora73a	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064389	Gm26446	11,11,11,11,11	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	0,0,0,0,0	3,3,3,3,3	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064390	Snord73b	15,15,15,15,15	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	1,1,1,1,1	6,6,6,6,6	22,22,22,22,22	0,0,0,0,0	15,15,15,15,15
ENSMUSG00000064391	Gm23625	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064392	Gm23626	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064393		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064394	Gm23622	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064395	Gm23623	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0
ENSMUSG00000064397		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000064398	Gm23628	3,3,3,3,3	0,0,0,0,0	4,4,4,4,4	0,0,0,0,0	1,1,1,1,1	3,3,3,3,3	1,1,1,1,1	0,0,0,0,0	2,2,2,2,2
