GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8	g9
ENSMUSG00000026353	Ubxn4	76,76,76,76,76	36,36,36,36,36	54,54,54,54,54	79,79,79,79,79	74,74,74,74,74	52,52,52,52,52	72,72,72,72,72	95,95,95,95,95	102,102,102,102,102
ENSMUSG00000026354	Lct	4,4,4,4,4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.6,0.6,0.6,0.6,0.6	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000026355	Mcm6	8,8,8,8,8	6,6,6,6,6	14,14,14,14,14	3,3,3,3,3	27,27,27,27,27	23,23,23,23,23	121,121,121,121,121	17,17,17,17,17	275,275,275,275,275
ENSMUSG00000026356	Dars	53,53,53,53,53	38,38,38,38,38	79,79,79,79,79	57,57,57,57,57	44,44,44,44,44	44,44,44,44,44	79,79,79,79,79	86,86,86,86,86	124,124,124,124,124
ENSMUSG00000026357	Rgs18	0.1,0.1,0.1,0.1,0.1	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	6,6,6,6,6	5,5,5,5,5	36,36,36,36,36	0.2,0.2,0.2,0.2,0.2	3,3,3,3,3
ENSMUSG00000026358	Rgs1	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.7,0.7,0.7,0.7,0.7	1,1,1,1,1	11,11,11,11,11	0,0,0,0,0	4,4,4,4,4
ENSMUSG00000026360	Rgs2	51,51,51,51,51	23,23,23,23,23	12,12,12,12,12	2,2,2,2,2	37,37,37,37,37	50,50,50,50,50	108,108,108,108,108	8,8,8,8,8	56,56,56,56,56
ENSMUSG00000026361	Cdc73	19,19,19,19,19	11,11,11,11,11	7,7,7,7,7	5,5,5,5,5	12,12,12,12,12	6,6,6,6,6	12,12,12,12,12	11,11,11,11,11	15,15,15,15,15
ENSMUSG00000026365	Cfh	17,17,17,17,17	71,71,71,71,71	90,90,90,90,90	417,417,417,417,417	125,125,125,125,125	12,12,12,12,12	15,15,15,15,15	2,2,2,2,2	10,10,10,10,10
ENSMUSG00000026368	F13b	0,0,0,0,0	0,0,0,0,0	210,210,210,210,210	270,270,270,270,270	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.7,0.7,0.7,0.7,0.7	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026374	Tsn	47,47,47,47,47	15,15,15,15,15	18,18,18,18,18	14,14,14,14,14	29,29,29,29,29	24,24,24,24,24	43,43,43,43,43	14,14,14,14,14	58,58,58,58,58
ENSMUSG00000026377	Nifk	44,44,44,44,44	23,23,23,23,23	38,38,38,38,38	39,39,39,39,39	39,39,39,39,39	57,57,57,57,57	96,96,96,96,96	32,32,32,32,32	146,146,146,146,146
ENSMUSG00000026380	Tfcp2l1	3,3,3,3,3	0.2,0.2,0.2,0.2,0.2	40,40,40,40,40	3,3,3,3,3	29,29,29,29,29	0.6,0.6,0.6,0.6,0.6	0.2,0.2,0.2,0.2,0.2	4,4,4,4,4	2,2,2,2,2
ENSMUSG00000026383	Epb41l5	3,3,3,3,3	1,1,1,1,1	24,24,24,24,24	10,10,10,10,10	23,23,23,23,23	2,2,2,2,2	0.8,0.8,0.8,0.8,0.8	11,11,11,11,11	2,2,2,2,2
ENSMUSG00000026384	Ptpn4	95,95,95,95,95	16,16,16,16,16	9,9,9,9,9	5,5,5,5,5	19,19,19,19,19	7,7,7,7,7	13,13,13,13,13	33,33,33,33,33	17,17,17,17,17
ENSMUSG00000026385	Dbi	221,221,221,221,221	118,118,118,118,118	1310,1310,1310,1310,1310	776,776,776,776,776	136,136,136,136,136	489,489,489,489,489	94,94,94,94,94	56,56,56,56,56	326,326,326,326,326
ENSMUSG00000026387	Sctr	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	0.8,0.8,0.8,0.8,0.8	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	8,8,8,8,8	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	2,2,2,2,2
ENSMUSG00000026388	3110009E18Rik	1,1,1,1,1	0.8,0.8,0.8,0.8,0.8	2,2,2,2,2	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	3,3,3,3,3	4,4,4,4,4	5,5,5,5,5	10,10,10,10,10
ENSMUSG00000026389	Steap3	4,4,4,4,4	24,24,24,24,24	6,6,6,6,6	18,18,18,18,18	19,19,19,19,19	35,35,35,35,35	16,16,16,16,16	1,1,1,1,1	9,9,9,9,9
ENSMUSG00000026390	Marco	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	5,5,5,5,5	11,11,11,11,11	0.3,0.3,0.3,0.3,0.3	244,244,244,244,244	0.6,0.6,0.6,0.6,0.6	4,4,4,4,4
ENSMUSG00000026393	Nek7	33,33,33,33,33	45,45,45,45,45	67,67,67,67,67	29,29,29,29,29	63,63,63,63,63	44,44,44,44,44	63,63,63,63,63	5,5,5,5,5	45,45,45,45,45
ENSMUSG00000026394	Atp6v1g3	0,0,0,0,0	0,0,0,0,0	97,97,97,97,97	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000026395	Ptprc	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2	1,1,1,1,1	23,23,23,23,23	5,5,5,5,5	269,269,269,269,269	0.3,0.3,0.3,0.3,0.3	238,238,238,238,238
ENSMUSG00000026398	Nr5a2	0.1,0.1,0.1,0.1,0.1	0.7,0.7,0.7,0.7,0.7	0.3,0.3,0.3,0.3,0.3	29,29,29,29,29	0.8,0.8,0.8,0.8,0.8	0.7,0.7,0.7,0.7,0.7	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000026399	Cd55	4,4,4,4,4	8,8,8,8,8	17,17,17,17,17	6,6,6,6,6	54,54,54,54,54	36,36,36,36,36	130,130,130,130,130	20,20,20,20,20	6,6,6,6,6
ENSMUSG00000026401	Cd55b	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	3,3,3,3,3	0.4,0.4,0.4,0.4,0.4	274,274,274,274,274	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000026404	Ddx59	9,9,9,9,9	7,7,7,7,7	8,8,8,8,8	3,3,3,3,3	7,7,7,7,7	10,10,10,10,10	11,11,11,11,11	11,11,11,11,11	14,14,14,14,14
ENSMUSG00000026405	C4bp	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	233,233,233,233,233	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4
ENSMUSG00000026407	Cacna1s	0.7,0.7,0.7,0.7,0.7	4,4,4,4,4	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	91,91,91,91,91	0,0,0,0,0	3,3,3,3,3	0,0,0,0,0
ENSMUSG00000026409	Pfkfb2	24,24,24,24,24	17,17,17,17,17	3,3,3,3,3	3,3,3,3,3	11,11,11,11,11	6,6,6,6,6	4,4,4,4,4	11,11,11,11,11	4,4,4,4,4
ENSMUSG00000026411	Tmem9	59,59,59,59,59	9,9,9,9,9	98,98,98,98,98	11,11,11,11,11	33,33,33,33,33	19,19,19,19,19	24,24,24,24,24	13,13,13,13,13	51,51,51,51,51
ENSMUSG00000026413	Pkp1	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	395,395,395,395,395	0,0,0,0,0	3,3,3,3,3	39,39,39,39,39
ENSMUSG00000026414	Tnnt2	2,2,2,2,2	1674,1674,1674,1674,1674	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	14,14,14,14,14	4,4,4,4,4	3,3,3,3,3	1,1,1,1,1	3,3,3,3,3
ENSMUSG00000026415	Fcamr	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	14,14,14,14,14	0.1,0.1,0.1,0.1,0.1	3,3,3,3,3	0.8,0.8,0.8,0.8,0.8	34,34,34,34,34	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000026416	Il20	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000026417	Pigr	0,0,0,0,0	2,2,2,2,2	44,44,44,44,44	974,974,974,974,974	65,65,65,65,65	0.8,0.8,0.8,0.8,0.8	2,2,2,2,2	0.2,0.2,0.2,0.2,0.2	4,4,4,4,4
ENSMUSG00000026418	Tnni1	4,4,4,4,4	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	6,6,6,6,6	0.9,0.9,0.9,0.9,0.9	0.4,0.4,0.4,0.4,0.4	1,1,1,1,1
ENSMUSG00000026420	Il24	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000026421	Csrp1	480,480,480,480,480	69,69,69,69,69	165,165,165,165,165	12,12,12,12,12	1001,1001,1001,1001,1001	276,276,276,276,276	417,417,417,417,417	38,38,38,38,38	674,674,674,674,674
ENSMUSG00000026424	Gpr37l1	438,438,438,438,438	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	7,7,7,7,7	0.6,0.6,0.6,0.6,0.6	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000026425	Srgap2	59,59,59,59,59	7,7,7,7,7	3,3,3,3,3	4,4,4,4,4	23,23,23,23,23	24,24,24,24,24	14,14,14,14,14	11,11,11,11,11	16,16,16,16,16
ENSMUSG00000026426	Arl8a	250,250,250,250,250	22,22,22,22,22	50,50,50,50,50	15,15,15,15,15	89,89,89,89,89	54,54,54,54,54	87,87,87,87,87	17,17,17,17,17	77,77,77,77,77
ENSMUSG00000026427	Eif2d	18,18,18,18,18	11,11,11,11,11	20,20,20,20,20	11,11,11,11,11	15,15,15,15,15	16,16,16,16,16	19,19,19,19,19	7,7,7,7,7	23,23,23,23,23
ENSMUSG00000026429	Ube2t	0.8,0.8,0.8,0.8,0.8	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0.9,0.9,0.9,0.9,0.9	3,3,3,3,3	5,5,5,5,5	33,33,33,33,33	20,20,20,20,20
ENSMUSG00000026430	Rassf5	30,30,30,30,30	2,2,2,2,2	3,3,3,3,3	7,7,7,7,7	26,26,26,26,26	38,38,38,38,38	167,167,167,167,167	3,3,3,3,3	223,223,223,223,223
ENSMUSG00000026432	Avpr1b	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000026433	Rab29	9,9,9,9,9	11,11,11,11,11	39,39,39,39,39	16,16,16,16,16	28,28,28,28,28	27,27,27,27,27	54,54,54,54,54	2,2,2,2,2	60,60,60,60,60
ENSMUSG00000026434	Nucks1	99,99,99,99,99	29,29,29,29,29	25,25,25,25,25	34,34,34,34,34	55,55,55,55,55	57,57,57,57,57	99,99,99,99,99	15,15,15,15,15	188,188,188,188,188
ENSMUSG00000026435	Slc45a3	3,3,3,3,3	4,4,4,4,4	22,22,22,22,22	31,31,31,31,31	10,10,10,10,10	15,15,15,15,15	18,18,18,18,18	5,5,5,5,5	5,5,5,5,5
ENSMUSG00000026436	Elk4	27,27,27,27,27	18,18,18,18,18	6,6,6,6,6	17,17,17,17,17	47,47,47,47,47	33,33,33,33,33	77,77,77,77,77	3,3,3,3,3	91,91,91,91,91
ENSMUSG00000026437	Cdk18	34,34,34,34,34	9,9,9,9,9	14,14,14,14,14	25,25,25,25,25	15,15,15,15,15	2,2,2,2,2	2,2,2,2,2	10,10,10,10,10	4,4,4,4,4
ENSMUSG00000026439	Rbbp5	69,69,69,69,69	15,15,15,15,15	15,15,15,15,15	16,16,16,16,16	29,29,29,29,29	24,24,24,24,24	49,49,49,49,49	11,11,11,11,11	67,67,67,67,67
ENSMUSG00000026442	Nfasc	167,167,167,167,167	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	1,1,1,1,1	9,9,9,9,9	0.1,0.1,0.1,0.1,0.1	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000026443	Lrrn2	124,124,124,124,124	5,5,5,5,5	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	3,3,3,3,3	0.8,0.8,0.8,0.8,0.8	0.5,0.5,0.5,0.5,0.5	0.9,0.9,0.9,0.9,0.9
ENSMUSG00000026447	Pik3c2b	25,25,25,25,25	14,14,14,14,14	0.6,0.6,0.6,0.6,0.6	2,2,2,2,2	11,11,11,11,11	6,6,6,6,6	31,31,31,31,31	0.8,0.8,0.8,0.8,0.8	5,5,5,5,5
ENSMUSG00000026450	Chit1	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	176,176,176,176,176	0.1,0.1,0.1,0.1,0.1	12,12,12,12,12	0.6,0.6,0.6,0.6,0.6
ENSMUSG00000026452	Syt2	151,151,151,151,151	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026455	Klhl12	18,18,18,18,18	7,7,7,7,7	4,4,4,4,4	4,4,4,4,4	6,6,6,6,6	8,8,8,8,8	10,10,10,10,10	16,16,16,16,16	9,9,9,9,9
ENSMUSG00000026456	Cyb5r1	17,17,17,17,17	14,14,14,14,14	16,16,16,16,16	3,3,3,3,3	23,23,23,23,23	46,46,46,46,46	19,19,19,19,19	16,16,16,16,16	21,21,21,21,21
ENSMUSG00000026457	Adipor1	61,61,61,61,61	102,102,102,102,102	127,127,127,127,127	63,63,63,63,63	125,125,125,125,125	193,193,193,193,193	133,133,133,133,133	65,65,65,65,65	92,92,92,92,92
ENSMUSG00000026458	Ppfia4	105,105,105,105,105	1,1,1,1,1	0.6,0.6,0.6,0.6,0.6	0.4,0.4,0.4,0.4,0.4	4,4,4,4,4	8,8,8,8,8	18,18,18,18,18	2,2,2,2,2	6,6,6,6,6
ENSMUSG00000026459	Myog	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	32,32,32,32,32	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1
ENSMUSG00000026463	Atp2b4	111,111,111,111,111	12,12,12,12,12	3,3,3,3,3	1,1,1,1,1	23,23,23,23,23	42,42,42,42,42	18,18,18,18,18	44,44,44,44,44	7,7,7,7,7
ENSMUSG00000026466	Tor1aip1	33,33,33,33,33	54,54,54,54,54	26,26,26,26,26	31,31,31,31,31	68,68,68,68,68	51,51,51,51,51	86,86,86,86,86	160,160,160,160,160	77,77,77,77,77
ENSMUSG00000026468	Lhx4	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000026469	Xpr1	45,45,45,45,45	11,11,11,11,11	12,12,12,12,12	8,8,8,8,8	15,15,15,15,15	6,6,6,6,6	13,13,13,13,13	20,20,20,20,20	15,15,15,15,15
ENSMUSG00000026470	Stx6	30,30,30,30,30	4,4,4,4,4	10,10,10,10,10	3,3,3,3,3	21,21,21,21,21	15,15,15,15,15	18,18,18,18,18	6,6,6,6,6	75,75,75,75,75
ENSMUSG00000026471	Mr1	4,4,4,4,4	6,6,6,6,6	4,4,4,4,4	2,2,2,2,2	20,20,20,20,20	8,8,8,8,8	9,9,9,9,9	2,2,2,2,2	60,60,60,60,60
ENSMUSG00000026473	Glul	1496,1496,1496,1496,1496	247,247,247,247,247	317,317,317,317,317	601,601,601,601,601	252,252,252,252,252	297,297,297,297,297	193,193,193,193,193	427,427,427,427,427	314,314,314,314,314
ENSMUSG00000026475	Rgs16	29,29,29,29,29	2,2,2,2,2	0.4,0.4,0.4,0.4,0.4	1,1,1,1,1	2,2,2,2,2	8,8,8,8,8	4,4,4,4,4	0.8,0.8,0.8,0.8,0.8	4,4,4,4,4
ENSMUSG00000026478	Lamc1	31,31,31,31,31	106,106,106,106,106	6,6,6,6,6	9,9,9,9,9	153,153,153,153,153	91,91,91,91,91	25,25,25,25,25	7,7,7,7,7	23,23,23,23,23
ENSMUSG00000026479	Lamc2	6,6,6,6,6	3,3,3,3,3	5,5,5,5,5	0.3,0.3,0.3,0.3,0.3	99,99,99,99,99	18,18,18,18,18	3,3,3,3,3	0.8,0.8,0.8,0.8,0.8	23,23,23,23,23
ENSMUSG00000026480	Ncf2	2,2,2,2,2	1,1,1,1,1	1,1,1,1,1	0.6,0.6,0.6,0.6,0.6	9,9,9,9,9	6,6,6,6,6	46,46,46,46,46	0.2,0.2,0.2,0.2,0.2	8,8,8,8,8
ENSMUSG00000026482	Rgl1	75,75,75,75,75	18,18,18,18,18	88,88,88,88,88	6,6,6,6,6	60,60,60,60,60	22,22,22,22,22	42,42,42,42,42	50,50,50,50,50	15,15,15,15,15
ENSMUSG00000026483	Niban1	3,3,3,3,3	10,10,10,10,10	4,4,4,4,4	2,2,2,2,2	51,51,51,51,51	14,14,14,14,14	29,29,29,29,29	22,22,22,22,22	22,22,22,22,22
ENSMUSG00000026484	Rnf2	33,33,33,33,33	12,12,12,12,12	23,23,23,23,23	14,14,14,14,14	26,26,26,26,26	26,26,26,26,26	58,58,58,58,58	50,50,50,50,50	85,85,85,85,85
ENSMUSG00000026489	Coq8a	25,25,25,25,25	266,266,266,266,266	82,82,82,82,82	230,230,230,230,230	8,8,8,8,8	196,196,196,196,196	30,30,30,30,30	12,12,12,12,12	31,31,31,31,31
ENSMUSG00000026490	Cdc42bpa	97,97,97,97,97	9,9,9,9,9	3,3,3,3,3	6,6,6,6,6	29,29,29,29,29	4,4,4,4,4	3,3,3,3,3	7,7,7,7,7	2,2,2,2,2
ENSMUSG00000026491	Ahctf1	26,26,26,26,26	9,9,9,9,9	7,7,7,7,7	18,18,18,18,18	20,20,20,20,20	8,8,8,8,8	33,33,33,33,33	100,100,100,100,100	23,23,23,23,23
ENSMUSG00000026492	Tfb2m	12,12,12,12,12	16,16,16,16,16	17,17,17,17,17	11,11,11,11,11	7,7,7,7,7	8,8,8,8,8	10,10,10,10,10	5,5,5,5,5	12,12,12,12,12
ENSMUSG00000026494	Kif26b	18,18,18,18,18	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	6,6,6,6,6	1,1,1,1,1	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026495	Efcab2	21,21,21,21,21	101,101,101,101,101	7,7,7,7,7	2,2,2,2,2	9,9,9,9,9	8,8,8,8,8	5,5,5,5,5	59,59,59,59,59	4,4,4,4,4
ENSMUSG00000026496	Parp1	73,73,73,73,73	32,32,32,32,32	19,19,19,19,19	26,26,26,26,26	39,39,39,39,39	32,32,32,32,32	183,183,183,183,183	76,76,76,76,76	138,138,138,138,138
ENSMUSG00000026497	Mixl1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000026499	Acbd3	34,34,34,34,34	14,14,14,14,14	12,12,12,12,12	11,11,11,11,11	35,35,35,35,35	19,19,19,19,19	31,31,31,31,31	24,24,24,24,24	35,35,35,35,35
ENSMUSG00000026500	Cox20	0.7,0.7,0.7,0.7,0.7	0.4,0.4,0.4,0.4,0.4	0.5,0.5,0.5,0.5,0.5	0.2,0.2,0.2,0.2,0.2	0.4,0.4,0.4,0.4,0.4	0.3,0.3,0.3,0.3,0.3	2,2,2,2,2	1,1,1,1,1	2,2,2,2,2
ENSMUSG00000026502	Desi2	17,17,17,17,17	10,10,10,10,10	7,7,7,7,7	11,11,11,11,11	12,12,12,12,12	12,12,12,12,12	14,14,14,14,14	7,7,7,7,7	24,24,24,24,24
ENSMUSG00000026504	Sdccag8	28,28,28,28,28	6,6,6,6,6	9,9,9,9,9	4,4,4,4,4	18,18,18,18,18	10,10,10,10,10	22,22,22,22,22	33,33,33,33,33	20,20,20,20,20
ENSMUSG00000026509	Capn2	57,57,57,57,57	36,36,36,36,36	26,26,26,26,26	23,23,23,23,23	145,145,145,145,145	50,50,50,50,50	35,35,35,35,35	7,7,7,7,7	38,38,38,38,38
ENSMUSG00000026510	Trp53bp2	35,35,35,35,35	11,11,11,11,11	37,37,37,37,37	14,14,14,14,14	106,106,106,106,106	44,44,44,44,44	23,23,23,23,23	7,7,7,7,7	44,44,44,44,44
ENSMUSG00000026511	Srp9	24,24,24,24,24	9,9,9,9,9	16,16,16,16,16	16,16,16,16,16	14,14,14,14,14	24,24,24,24,24	25,25,25,25,25	29,29,29,29,29	37,37,37,37,37
ENSMUSG00000026514	Cnih3	76,76,76,76,76	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0
ENSMUSG00000026516	Nvl	32,32,32,32,32	5,5,5,5,5	3,3,3,3,3	4,4,4,4,4	8,8,8,8,8	6,6,6,6,6	14,14,14,14,14	8,8,8,8,8	16,16,16,16,16
ENSMUSG00000026519	Tmem63a	46,46,46,46,46	17,17,17,17,17	6,6,6,6,6	10,10,10,10,10	70,70,70,70,70	83,83,83,83,83	49,49,49,49,49	2,2,2,2,2	34,34,34,34,34
ENSMUSG00000026520	Pycr2	25,25,25,25,25	8,8,8,8,8	16,16,16,16,16	3,3,3,3,3	28,28,28,28,28	32,32,32,32,32	54,54,54,54,54	12,12,12,12,12	97,97,97,97,97
ENSMUSG00000026523	Wdr64	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	199,199,199,199,199	0,0,0,0,0
ENSMUSG00000026525	Opn3	13,13,13,13,13	3,3,3,3,3	3,3,3,3,3	1,1,1,1,1	3,3,3,3,3	7,7,7,7,7	6,6,6,6,6	17,17,17,17,17	6,6,6,6,6
ENSMUSG00000026526	Fh1	101,101,101,101,101	323,323,323,323,323	291,291,291,291,291	174,174,174,174,174	51,51,51,51,51	124,124,124,124,124	89,89,89,89,89	32,32,32,32,32	110,110,110,110,110
ENSMUSG00000026527	Rgs7	55,55,55,55,55	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	1,1,1,1,1
ENSMUSG00000026531	Mptx1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000026532	Spta1	0,0,0,0,0	7,7,7,7,7	0,0,0,0,0	0,0,0,0,0	0.9,0.9,0.9,0.9,0.9	0.1,0.1,0.1,0.1,0.1	18,18,18,18,18	9,9,9,9,9	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026535	Ifi202b	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	10,10,10,10,10	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	7,7,7,7,7
ENSMUSG00000026536	Ifi211	0,0,0,0,0	2,2,2,2,2	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	2,2,2,2,2	8,8,8,8,8	6,6,6,6,6	0.3,0.3,0.3,0.3,0.3	7,7,7,7,7
ENSMUSG00000026542	Apcs	0,0,0,0,0	0,0,0,0,0	5,5,5,5,5	142,142,142,142,142	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000026544	Dusp23	10,10,10,10,10	15,15,15,15,15	24,24,24,24,24	20,20,20,20,20	25,25,25,25,25	66,66,66,66,66	15,15,15,15,15	7,7,7,7,7	19,19,19,19,19
ENSMUSG00000026546	Cfap45	3,3,3,3,3	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	9,9,9,9,9	3,3,3,3,3	1,1,1,1,1	102,102,102,102,102	1,1,1,1,1
ENSMUSG00000026547	Tagln2	15,15,15,15,15	91,91,91,91,91	140,140,140,140,140	17,17,17,17,17	812,812,812,812,812	327,327,327,327,327	425,425,425,425,425	5,5,5,5,5	296,296,296,296,296
ENSMUSG00000026548	Slamf9	1,1,1,1,1	7,7,7,7,7	22,22,22,22,22	1,1,1,1,1	21,21,21,21,21	17,17,17,17,17	18,18,18,18,18	21,21,21,21,21	14,14,14,14,14
ENSMUSG00000026553	Copa	140,140,140,140,140	58,58,58,58,58	58,58,58,58,58	79,79,79,79,79	121,121,121,121,121	75,75,75,75,75	129,129,129,129,129	60,60,60,60,60	139,139,139,139,139
ENSMUSG00000026554	Dcaf8	56,56,56,56,56	33,33,33,33,33	40,40,40,40,40	32,32,32,32,32	35,35,35,35,35	46,46,46,46,46	39,39,39,39,39	37,37,37,37,37	53,53,53,53,53
ENSMUSG00000026556	Vangl2	11,11,11,11,11	1,1,1,1,1	0.7,0.7,0.7,0.7,0.7	0.4,0.4,0.4,0.4,0.4	7,7,7,7,7	16,16,16,16,16	6,6,6,6,6	1,1,1,1,1	18,18,18,18,18
ENSMUSG00000026558	Uck2	29,29,29,29,29	30,30,30,30,30	8,8,8,8,8	7,7,7,7,7	20,20,20,20,20	34,34,34,34,34	43,43,43,43,43	44,44,44,44,44	165,165,165,165,165
ENSMUSG00000026560	Fmo9	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000026563	Tada1	19,19,19,19,19	3,3,3,3,3	8,8,8,8,8	4,4,4,4,4	6,6,6,6,6	4,4,4,4,4	13,13,13,13,13	11,11,11,11,11	17,17,17,17,17
ENSMUSG00000026564	Dusp27	1,1,1,1,1	36,36,36,36,36	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	28,28,28,28,28	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026565	Pou2f1	12,12,12,12,12	3,3,3,3,3	1,1,1,1,1	0.9,0.9,0.9,0.9,0.9	6,6,6,6,6	2,2,2,2,2	12,12,12,12,12	5,5,5,5,5	9,9,9,9,9
